symbol,window,timeframe,pattern,selected_strategy_id,train_score,train_net_pnl,train_max_drawdown,train_trade_count,test_net_pnl,test_max_drawdown,test_win_rate,test_trade_count,test_start,test_end
HC,2,60m,tsmom_vol,tsmom_vol|both|60m|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am3|ex12|mom24|vol48|th0.8|strict,12026.127482314503,1463.9180000000001,-926.3090000000029,11,700.209,-553.1579999999994,0.6666666666666666,3,2025-12-26 11:15:00,2026-02-24 22:00:00
HC,3,60m,tsmom_vol,tsmom_vol|both|60m|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am3|ex12|mom24|vol48|th0.8|strict,9461.502303928459,1697.569,-1325.4840000000095,16,-226.51200000000006,-1019.7450000000008,0.2,5,2026-02-24 23:00:00,2026-04-15 10:00:00
HC,4,60m,tsmom_vol,tsmom_vol|both|60m|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am3|ex12|mom24|vol48|th0.8|strict,7614.650455462995,1471.057,-1325.4840000000095,21,-640.4639999999999,-1473.7529999999988,0.3333333333333333,6,2026-04-15 11:15:00,2026-06-05 23:00:00
HC,1,30m,tsmom_vol,tsmom_vol|both|30m|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am3|ex12|mom48|vol48|th0.8|strict,13436.4337,437.06399999999996,-382.8869999999988,4,326.83799999999997,-506.53299999999945,0.75,4,2026-02-25 10:00:00,2026-03-20 09:30:00
HC,2,30m,vol_breakout,vol_breakout|both|30m|w3|sw0.006|br0.0015|lb16|sl0.015|mh32|cd4|atr14|am3|ex16|mom48|vol48|th0.9|strict,9799.672439344507,180.26200000000003,-296.46600000000035,3,0.0,0.0,0.0,0,2026-03-20 10:00:00,2026-04-15 13:45:00
HC,3,30m,vol_breakout,vol_breakout|both|30m|w3|sw0.006|br0.0015|lb16|sl0.015|mh32|cd4|atr14|am3|ex16|mom48|vol48|th0.9|strict,10872.530845210915,186.95900000000003,-316.59699999999975,4,-293.396,-306.8200000000015,0.0,1,2026-04-15 14:15:00,2026-05-13 21:30:00
HC,4,30m,tsmom_vol,tsmom_vol|both|30m|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am2|ex12|mom48|vol48|th0.8|strict,7787.522753250063,790.4319999999999,-572.6779999999981,27,-1077.198,-1380.9270000000006,0.25,8,2026-05-13 22:00:00,2026-06-05 23:00:00
HC,1,15m,quality_tsmom,quality_tsmom|both|15m|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am3|ex12|mom24|vol48|th0.4|tq0.2|strict,7125.914938529287,-196.434,-316.27800000000025,5,96.53299999999996,-500.20800000000054,0.75,4,2026-04-14 09:30:00,2026-04-24 22:30:00
HC,2,15m,tsmom_vol,tsmom_vol|both|15m|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am3|ex12|mom48|vol48|th0.4|strict,11217.985732267545,946.79,-422.8149999999987,10,-77.73699999999995,-778.289999999999,0.25,8,2026-04-24 22:45:00,2026-05-13 09:45:00
HC,3,15m,donchian_atr,donchian_atr|both|15m|w3|sw0.006|br0.0015|lb16|sl0.015|mh32|cd4|atr14|am2|ex12|mom48|vol48|th0.4|strict,8334.483651882225,249.33999999999997,-343.90899999999965,9,-557.1149999999999,-624.281,0.2,5,2026-05-13 10:00:00,2026-05-25 23:00:00
HC,4,15m,tsmom_vol,tsmom_vol|both|15m|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am3|ex12|mom48|vol48|th0.8|strict,6144.3054899497865,462.3320000000001,-981.7089999999989,20,16.460000000000008,-313.5590000000011,0.25,4,2026-05-26 09:15:00,2026-06-05 23:00:00
RM,1,1d,tsmom_vol,tsmom_vol|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am3|ex12|mom24|vol48|th0.4|strict,11039.379609422718,11588.100000000002,-3405.225000000002,22,-2292.236999999999,-5736.525000000001,0.35714285714285715,28,2015-09-10 00:00:00,2018-05-15 00:00:00
RM,2,1d,tsmom_vol,tsmom_vol|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am3|ex12|mom24|vol48|th0.4|strict,7238.320967302786,11673.927999999996,-5736.524999999998,51,-4319.1140000000005,-12177.903,0.16,25,2018-05-16 00:00:00,2021-01-15 00:00:00
RM,3,1d,vol_breakout,vol_breakout|both|1d|w3|sw0.006|br0.003|lb16|sl0.015|mh32|cd4|atr14|am2|ex16|mom48|vol48|th0.9|strict,723.4684630596498,-176.4239999999993,-5441.809999999999,29,2338.4490000000005,-6565.169,0.2857142857142857,7,2021-01-18 00:00:00,2023-09-20 00:00:00
RM,4,1d,tsmom_vol,tsmom_vol|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am2|ex12|mom48|vol24|th0.8|strict,4126.374488487573,13016.577999999996,-9073.757999999996,74,-3227.816,-7774.277000000001,0.43478260869565216,23,2023-09-21 00:00:00,2026-06-05 00:00:00
SA,1,60m,donchian_atr,donchian_atr|both|60m|w3|sw0.006|br0.0015|lb16|sl0.015|mh64|cd4|atr14|am3|ex12|mom48|vol48|th0.4|strict,8953.480142043372,292.46600000000007,-1044.9139999999989,3,-934.132,-1324.612000000001,0.3333333333333333,6,2025-11-10 11:15:00,2025-12-26 10:00:00
SA,2,60m,donchian_atr,donchian_atr|both|60m|w3|sw0.006|br0.003|lb16|sl0.015|mh32|cd4|atr14|am3|ex12|mom48|vol48|th0.4|strict,7480.267935671488,978.2860000000001,-1494.0199999999995,9,-2432.006,-2861.728000000001,0.4,5,2025-12-26 11:15:00,2026-02-24 22:00:00
SA,3,60m,donchian_atr,donchian_atr|both|60m|w3|sw0.006|br0.0015|lb16|sl0.015|mh32|cd4|atr14|am3|ex12|mom48|vol48|th0.4|strict,10336.106546432651,2806.2980000000002,-1494.0199999999995,14,2325.414,-1387.4039999999986,0.6666666666666666,6,2026-02-24 23:00:00,2026-04-15 10:00:00
SA,4,60m,donchian_atr,donchian_atr|both|60m|w3|sw0.006|br0.0015|lb16|sl0.015|mh32|cd4|atr14|am3|ex12|mom48|vol48|th0.4|strict,11687.724474049171,5131.7119999999995,-1494.0199999999995,20,525.4579999999999,-1009.9099999999999,0.5,6,2026-04-15 11:15:00,2026-06-05 23:00:00
RB,1,1d,tsmom_vol,tsmom_vol|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am3|ex12|mom24|vol48|th0.4|strict,18969.04871578947,24145.173,-4237.849,19,7625.353000000001,-3639.9100000000017,0.4666666666666667,30,2012-08-28 00:00:00,2016-02-05 00:00:00
RB,2,1d,quality_tsmom,quality_tsmom|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am3|ex12|mom24|vol24|th0.4|tq0.2|strict,22174.20086738348,32436.932,-4558.688000000006,39,-979.8910000000001,-2260.0,0.3333333333333333,3,2016-02-15 00:00:00,2019-07-12 00:00:00
RB,3,1d,quality_tsmom,quality_tsmom|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am2|ex12|mom24|vol24|th0.4|tq0.2|strict,25892.908873992073,44912.8,-6007.773000000005,90,-1079.505,-8140.177,0.4090909090909091,22,2019-07-15 00:00:00,2022-12-16 00:00:00
RB,4,1d,quality_tsmom,quality_tsmom|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am3|ex12|mom24|vol24|th0.4|tq0.3|strict,26990.82110395262,40599.957,-4217.851000000002,38,5623.637000000001,-3724.539999999999,0.5454545454545454,11,2022-12-19 00:00:00,2026-06-05 00:00:00
SA,1,1d,quality_tsmom,quality_tsmom|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am2|ex12|mom24|vol48|th0.4|tq0.3|strict,14962.96975961154,7623.352,-1462.1639999999989,6,0.0,0.0,0.0,0,2021-03-25 00:00:00,2022-07-11 00:00:00
SA,2,1d,quality_tsmom,quality_tsmom|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am2|ex12|mom24|vol48|th0.4|tq0.3|strict,14962.96975961154,7623.352,-1462.1639999999989,6,0.0,0.0,0.0,0,2022-07-12 00:00:00,2023-10-26 00:00:00
SA,3,1d,quality_tsmom,quality_tsmom|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am2|ex12|mom24|vol48|th0.4|tq0.3|strict,14962.96975961154,7623.352,-1462.1639999999989,6,-1803.02,-2120.0,0.0,1,2023-10-27 00:00:00,2025-02-14 00:00:00
SA,4,1d,quality_tsmom,quality_tsmom|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am2|ex12|mom24|vol48|th0.8|tq0.3|strict,14662.819249282837,6763.352,-1282.7600000000002,6,867.7260000000001,-1811.7839999999997,0.4,5,2025-02-17 00:00:00,2026-06-05 00:00:00
SA,1,30m,tsmom_vol,tsmom_vol|both|30m|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am3|ex12|mom48|vol24|th0.8|strict,9792.721053446887,352.914,-564.79,3,729.9640000000002,-1850.2339999999986,0.5,4,2026-02-25 10:00:00,2026-03-20 09:30:00
SA,2,30m,vol_breakout,vol_breakout|both|30m|w3|sw0.006|br0.0015|lb16|sl0.015|mh32|cd4|atr14|am3|ex16|mom48|vol48|th0.9|strict,7387.716957669717,-31.999999999999957,-1039.2240000000038,5,217.704,-180.0,1.0,1,2026-03-20 10:00:00,2026-04-15 13:45:00
SA,3,30m,donchian_atr,donchian_atr|both|30m|w3|sw0.006|br0.003|lb16|sl0.015|mh32|cd4|atr14|am3|ex12|mom48|vol48|th0.4|strict,7950.295995089414,1381.372,-1388.3999999999987,16,-727.478,-992.46,0.0,3,2026-04-15 14:15:00,2026-05-13 21:30:00
SA,4,30m,vol_breakout,vol_breakout|both|30m|w3|sw0.006|br0.0015|lb16|sl0.015|mh64|cd4|atr14|am3|ex16|mom48|vol48|th0.9|strict,10220.5088468791,1678.164,-1484.1200000000035,9,272.88,-849.6220000000003,0.3333333333333333,3,2026-05-13 22:00:00,2026-06-05 23:00:00
SA,1,15m,donchian_atr,donchian_atr|both|15m|w3|sw0.006|br0.0015|lb16|sl0.015|mh64|cd4|atr14|am3|ex12|mom48|vol48|th0.4|strict,17718.495,2332.99,-220.0,3,-549.958,-877.4819999999991,0.0,4,2026-04-14 09:30:00,2026-04-24 22:30:00
SA,2,15m,donchian_atr,donchian_atr|both|15m|w3|sw0.006|br0.003|lb32|sl0.015|mh32|cd4|atr14|am3|ex12|mom48|vol48|th0.4|strict,13571.526600000001,1150.5159999999998,-629.1459999999988,4,75.05000000000001,-405.0400000000009,0.5,2,2026-04-24 22:45:00,2026-05-13 09:45:00
SA,3,15m,vol_breakout,vol_breakout|both|15m|w3|sw0.006|br0.003|lb16|sl0.015|mh32|cd4|atr14|am3|ex16|mom48|vol48|th0.9|strict,9844.253200608202,272.552,-347.5000000000018,3,-402.394,-442.39400000000023,0.0,1,2026-05-13 10:00:00,2026-05-25 23:00:00
SA,4,15m,donchian_atr,donchian_atr|both|15m|w3|sw0.006|br0.003|lb32|sl0.015|mh32|cd4|atr14|am3|ex12|mom48|vol48|th0.4|strict,6183.306957629803,458.2879999999999,-862.0860000000011,9,72.834,-549.6120000000001,0.3333333333333333,3,2026-05-26 09:15:00,2026-06-05 23:00:00
C,1,1d,vol_breakout,vol_breakout|both|1d|w3|sw0.006|br0.003|lb16|sl0.015|mh32|cd4|atr14|am3|ex16|mom48|vol48|th0.9|strict,9796.619202103833,4227.719999999999,-3080.7610000000022,14,2262.8759999999997,-1624.8410000000003,0.5833333333333334,12,2009-04-13 00:00:00,2013-07-24 00:00:00
C,2,1d,donchian_atr,donchian_atr|both|1d|w3|sw0.006|br0.003|lb16|sl0.015|mh32|cd4|atr14|am3|ex12|mom48|vol48|th0.4|strict,12283.112346938538,11378.712000000001,-2590.764000000001,54,-3836.2909999999997,-6025.142,0.375,24,2013-07-25 00:00:00,2017-11-01 00:00:00
C,3,1d,donchian_atr,donchian_atr|both|1d|w3|sw0.006|br0.003|lb16|sl0.015|mh32|cd4|atr14|am3|ex12|mom48|vol48|th0.4|strict,4965.14032459179,7812.4479999999985,-7207.420000000004,78,3155.96,-3196.252000000003,0.4482758620689655,29,2017-11-02 00:00:00,2022-02-16 00:00:00
C,4,1d,donchian_atr,donchian_atr|both|1d|w3|sw0.006|br0.003|lb16|sl0.015|mh32|cd4|atr14|am3|ex12|mom48|vol48|th0.4|strict,5553.983398452023,10728.384,-7822.459000000003,107,-2234.46,-4898.086,0.3333333333333333,30,2022-02-17 00:00:00,2026-06-05 00:00:00
CS,1,60m,tsmom_vol,tsmom_vol|both|60m|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am2|ex12|mom24|vol48|th0.4|strict,6769.134864517702,65.65999999999994,-589.4449999999997,10,-605.238,-1180.4569999999985,0.2,10,2025-11-10 11:15:00,2025-12-26 10:00:00
CS,2,60m,donchian_atr,donchian_atr|both|60m|w3|sw0.006|br0.0015|lb32|sl0.015|mh32|cd4|atr14|am2|ex12|mom48|vol48|th0.4|strict,7139.884334479884,255.31599999999997,-499.47999999999956,10,62.152000000000015,-357.97299999999814,0.3333333333333333,3,2025-12-26 11:15:00,2026-02-24 22:00:00
CS,3,60m,donchian_atr,donchian_atr|both|60m|w3|sw0.006|br0.0015|lb16|sl0.015|mh32|cd4|atr14|am2|ex12|mom48|vol48|th0.4|strict,7910.4809475479315,900.004,-916.6059999999998,20,226.25999999999996,-363.8289999999979,0.4,5,2026-02-24 23:00:00,2026-04-15 10:00:00
CS,4,60m,donchian_atr,donchian_atr|both|60m|w3|sw0.006|br0.0015|lb16|sl0.015|mh32|cd4|atr14|am2|ex12|mom48|vol48|th0.4|strict,7660.371123747745,1126.2640000000001,-916.6059999999998,25,336.428,-420.7059999999983,0.4,5,2026-04-15 11:15:00,2026-06-05 23:00:00
CS,1,30m,tsmom_vol,tsmom_vol|both|30m|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am3|ex12|mom48|vol24|th0.8|strict,17373.075,1642.15,-220.0,3,49.073000000000036,-773.626000000002,0.25,4,2026-02-25 10:00:00,2026-03-20 09:30:00
CS,2,30m,donchian_atr,donchian_atr|both|30m|w3|sw0.006|br0.003|lb32|sl0.015|mh32|cd4|atr14|am3|ex12|mom48|vol48|th0.4|strict,11059.955421843551,611.8710000000001,-308.21600000000035,3,-152.761,-182.76100000000042,0.0,1,2026-03-20 10:00:00,2026-04-15 13:45:00
CS,3,30m,donchian_atr,donchian_atr|both|30m|w3|sw0.006|br0.003|lb32|sl0.015|mh32|cd4|atr14|am3|ex12|mom48|vol48|th0.4|strict,9884.30255162443,736.3090000000002,-318.33699999999953,5,-182.812,-292.8119999999999,0.0,1,2026-04-15 14:15:00,2026-05-13 21:30:00
CS,4,30m,tsmom_vol,tsmom_vol|both|30m|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am3|ex12|mom48|vol24|th0.8|strict,8535.018260113939,2135.4559999999997,-1551.8890000000029,20,-80.679,-558.018,0.5,4,2026-05-13 22:00:00,2026-06-05 23:00:00
CS,1,15m,tsmom_vol,tsmom_vol|both|15m|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am2|ex12|mom48|vol24|th0.8|strict,8099.190560842524,178.92399999999998,-165.4940000000006,4,213.24599999999998,-381.27900000000045,0.6666666666666666,6,2026-04-14 09:30:00,2026-04-24 22:30:00
CS,2,15m,donchian_atr,donchian_atr|both|15m|w3|sw0.006|br0.0015|lb32|sl0.015|mh64|cd4|atr14|am3|ex12|mom48|vol48|th0.4|strict,9546.06350499165,618.8209999999999,-261.0610000000015,4,627.293,-100.0,1.0,1,2026-04-24 22:45:00,2026-05-13 09:45:00
CS,3,15m,donchian_atr,donchian_atr|both|15m|w3|sw0.006|br0.0015|lb32|sl0.015|mh64|cd4|atr14|am3|ex12|mom48|vol48|th0.4|strict,12043.1026,1256.115,-261.0610000000015,5,-165.321,-255.3189999999995,0.0,2,2026-05-13 10:00:00,2026-05-25 23:00:00
CS,4,15m,donchian_atr,donchian_atr|both|15m|w3|sw0.006|br0.0015|lb32|sl0.015|mh64|cd4|atr14|am3|ex12|mom48|vol48|th0.4|strict,8927.605294872425,1090.794,-261.0610000000015,7,-132.683,-342.6829999999991,0.0,1,2026-05-26 09:15:00,2026-06-05 23:00:00
HC,1,1d,tsmom_vol,tsmom_vol|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am2|ex12|mom48|vol48|th0.8|strict,18272.172133333333,15787.864000000001,-3144.5480000000007,18,10555.195,-1807.6899999999996,0.75,4,2016-08-17 00:00:00,2019-01-22 00:00:00
HC,2,1d,tsmom_vol,tsmom_vol|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am2|ex12|mom48|vol48|th0.8|strict,22654.2547173913,26850.037,-4044.8100000000013,23,2790.001,-4348.0289999999995,0.6363636363636364,11,2019-01-23 00:00:00,2021-07-07 00:00:00
HC,3,1d,tsmom_vol,tsmom_vol|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am2|ex12|mom24|vol24|th0.4|strict,24009.31757840254,40256.929000000004,-5450.805,68,-284.5479999999999,-3951.504,0.42857142857142855,14,2021-07-08 00:00:00,2023-12-15 00:00:00
HC,4,1d,tsmom_vol,tsmom_vol|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am2|ex12|mom24|vol24|th0.4|strict,23332.919855533284,39972.38100000001,-5450.805,82,4696.011,-4818.363000000001,0.36666666666666664,30,2023-12-18 00:00:00,2026-06-05 00:00:00
CS,1,1d,tsmom_vol,tsmom_vol|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am3|ex12|mom24|vol48|th0.4|strict,11596.5744,8539.189000000002,-3386.689000000002,14,-719.2060000000001,-3440.004,0.37037037037037035,27,2017-04-07 00:00:00,2019-07-17 00:00:00
CS,2,1d,vol_breakout,vol_breakout|both|1d|w3|sw0.006|br0.003|lb16|sl0.015|mh64|cd4|atr14|am3|ex16|mom48|vol48|th0.75|strict,7984.857227866607,3737.1830000000004,-2816.2219999999998,6,0.0,0.0,0.0,0,2019-07-18 00:00:00,2021-11-02 00:00:00
CS,3,1d,tsmom_vol,tsmom_vol|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am3|ex12|mom48|vol48|th0.8|strict,7824.687505992537,10640.771,-5890.957999999997,38,-8582.122000000001,-9495.073,0.14285714285714285,14,2021-11-03 00:00:00,2024-02-19 00:00:00
CS,4,1d,vol_breakout,vol_breakout|both|1d|w3|sw0.006|br0.003|lb16|sl0.015|mh64|cd4|atr14|am3|ex16|mom48|vol48|th0.75|strict,6541.912996723486,3644.0860000000002,-3176.3449999999993,7,0.0,0.0,0.0,0,2024-02-20 00:00:00,2026-06-05 00:00:00
