profile,symbol,timeframe,strategy_id,net_pnl,total_return,max_drawdown,win_rate,profit_factor,trade_count,avg_trade,max_loss_trade,consecutive_losses,train_net_pnl,test_net_pnl,overfit_flag,params_json,params,balanced_score
max_winrate,RM,30m,donchian_atr|both|30m|w3|sw0.006|br0.0015|lb16|sl0.015|mh32|cd4|atr14|am3|ex16|mom48|vol48|th0.4|strict,4058.696357142858,0.47749368907563033,-819.2270000000008,0.6666666666666666,3.341969681782201,24,169.11234821428573,-425.8620714285695,2,3582.166357142854,186.55900000000395,False,"{""atr_mult"": 3.0, ""atr_period"": 14, ""breakout_pct"": 0.0015, ""cooldown_bars"": 4, ""exit_lookback"": 16, ""max_hold_bars"": 32, ""min_swing_pct"": 0.006, ""momentum_lookback"": 48, ""news_weight"": 0.2, ""pattern"": ""donchian_atr"", ""range_lookback"": 16, ""risk_mode"": ""strict"", ""score_threshold"": 0.4, ""side"": ""both"", ""stop_loss_pct"": 0.015, ""swing_window"": 3, ""timeframe"": ""30m"", ""vol_lookback"": 48}","{'atr_mult': 3.0, 'atr_period': 14, 'breakout_pct': 0.0015, 'cooldown_bars': 4, 'exit_lookback': 16, 'max_hold_bars': 32, 'min_swing_pct': 0.006, 'momentum_lookback': 48, 'news_weight': 0.2, 'pattern': 'donchian_atr', 'range_lookback': 16, 'risk_mode': 'strict', 'score_threshold': 0.4, 'side': 'both', 'stop_loss_pct': 0.015, 'swing_window': 3, 'timeframe': '30m', 'vol_lookback': 48}",9718.47207380953
max_winrate,HC,1d,donchian_atr|both|1d|w3|sw0.006|br0.001|lb24|sl0.015|mh24|cd4|atr14|am3.2|ex24|mom48|vol48|th0.4|strict,24986.85051428571,2.939629472268907,-3500.476342857144,0.6896551724137931,3.853277088821631,29,861.6155349753693,-1526.4256571428577,2,15995.170657142857,8991.679857142854,False,"{""atr_mult"": 3.2, ""atr_period"": 14, ""breakout_pct"": 0.001, ""cooldown_bars"": 4, ""exit_lookback"": 24, ""max_hold_bars"": 24, ""min_swing_pct"": 0.006, ""momentum_lookback"": 48, ""news_weight"": 0.2, ""pattern"": ""donchian_atr"", ""range_lookback"": 24, ""risk_mode"": ""strict"", ""score_threshold"": 0.4, ""side"": ""both"", ""stop_loss_pct"": 0.015, ""swing_window"": 3, ""timeframe"": ""1d"", ""vol_lookback"": 48}","{'atr_mult': 3.2, 'atr_period': 14, 'breakout_pct': 0.001, 'cooldown_bars': 4, 'exit_lookback': 24, 'max_hold_bars': 24, 'min_swing_pct': 0.006, 'momentum_lookback': 48, 'news_weight': 0.2, 'pattern': 'donchian_atr', 'range_lookback': 24, 'risk_mode': 'strict', 'score_threshold': 0.4, 'side': 'both', 'stop_loss_pct': 0.015, 'swing_window': 3, 'timeframe': '1d', 'vol_lookback': 48}",43111.27254551723
max_winrate,SA,60m,donchian_atr|both|60m|w3|sw0.006|br0.0015|lb16|sl0.015|mh64|cd4|atr14|am3|ex8|mom48|vol48|th0.4|strict,4426.922571428577,0.5208144201680679,-1534.0692857142858,0.6818181818181818,2.906979096955241,22,201.2237532467535,-886.707285714287,1,3176.6661428571474,2656.995714285716,False,"{""atr_mult"": 3.0, ""atr_period"": 14, ""breakout_pct"": 0.0015, ""cooldown_bars"": 4, ""exit_lookback"": 8, ""max_hold_bars"": 64, ""min_swing_pct"": 0.006, ""momentum_lookback"": 48, ""news_weight"": 0.2, ""pattern"": ""donchian_atr"", ""range_lookback"": 16, ""risk_mode"": ""strict"", ""score_threshold"": 0.4, ""side"": ""both"", ""stop_loss_pct"": 0.015, ""swing_window"": 3, ""timeframe"": ""60m"", ""vol_lookback"": 48}","{'atr_mult': 3.0, 'atr_period': 14, 'breakout_pct': 0.0015, 'cooldown_bars': 4, 'exit_lookback': 8, 'max_hold_bars': 64, 'min_swing_pct': 0.006, 'momentum_lookback': 48, 'news_weight': 0.2, 'pattern': 'donchian_atr', 'range_lookback': 16, 'risk_mode': 'strict', 'score_threshold': 0.4, 'side': 'both', 'stop_loss_pct': 0.015, 'swing_window': 3, 'timeframe': '60m', 'vol_lookback': 48}",13670.946438311694
max_winrate,CS,30m,tsmom_vol|both|30m|w3|sw0.006|br0.002|lb24|sl0.015|mh32|cd4|atr14|am3|ex12|mom48|vol24|th0.8|strict,542.9762857142875,0.06387956302521029,-2128.4841428571417,0.4827586206896552,1.1940112724910865,29,18.723320197044398,-359.9031428571435,6,-209.7104285714286,12.663714285716196,False,"{""atr_mult"": 3.0, ""atr_period"": 14, ""breakout_pct"": 0.002, ""cooldown_bars"": 4, ""exit_lookback"": 12, ""max_hold_bars"": 32, ""min_swing_pct"": 0.006, ""momentum_lookback"": 48, ""news_weight"": 0.2, ""pattern"": ""tsmom_vol"", ""range_lookback"": 24, ""risk_mode"": ""strict"", ""score_threshold"": 0.8, ""side"": ""both"", ""stop_loss_pct"": 0.015, ""swing_window"": 3, ""timeframe"": ""30m"", ""vol_lookback"": 24}","{'atr_mult': 3.0, 'atr_period': 14, 'breakout_pct': 0.002, 'cooldown_bars': 4, 'exit_lookback': 12, 'max_hold_bars': 32, 'min_swing_pct': 0.006, 'momentum_lookback': 48, 'news_weight': 0.2, 'pattern': 'tsmom_vol', 'range_lookback': 24, 'risk_mode': 'strict', 'score_threshold': 0.8, 'side': 'both', 'stop_loss_pct': 0.015, 'swing_window': 3, 'timeframe': '30m', 'vol_lookback': 24}",3920.4506830049313
balanced,SP,1d,breakout|both|1d|w3|sw0.006|br0.0015|lb16|sl0.015|mh32|cd4|strict,49457.0214100001,5.818473107058836,-8321.001539999983,0.26666666666666666,2.336241196220762,60,824.2836901666684,-1023.645689999996,8,40004.85656000007,4227.32335000003,False,"{""breakout_pct"": 0.0015, ""cooldown_bars"": 4, ""max_hold_bars"": 32, ""min_swing_pct"": 0.006, ""news_weight"": 0.2, ""pattern"": ""breakout"", ""range_lookback"": 16, ""risk_mode"": ""strict"", ""side"": ""both"", ""stop_loss_pct"": 0.015, ""swing_window"": 3, ""timeframe"": ""1d""}","{'breakout_pct': 0.0015, 'cooldown_bars': 4, 'max_hold_bars': 32, 'min_swing_pct': 0.006, 'news_weight': 0.2, 'pattern': 'breakout', 'range_lookback': 16, 'risk_mode': 'strict', 'side': 'both', 'stop_loss_pct': 0.015, 'swing_window': 3, 'timeframe': '1d'}",55152.32256266682
balanced,SR,1d,tsmom_vol|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr10|am3|ex12|mom48|vol48|th0.4|strict,39703.0424,4.6709461647058825,-8039.104100000011,0.4166666666666667,2.1887676983354587,72,551.4311444444444,-1690.7776999999983,5,38168.99489999999,1534.0475000000088,False,"{""atr_mult"": 3.0, ""atr_period"": 10, ""breakout_pct"": 0.002, ""cooldown_bars"": 4, ""exit_lookback"": 12, ""max_hold_bars"": 64, ""min_swing_pct"": 0.006, ""momentum_lookback"": 48, ""news_weight"": 0.2, ""pattern"": ""tsmom_vol"", ""range_lookback"": 24, ""risk_mode"": ""strict"", ""score_threshold"": 0.4, ""side"": ""both"", ""stop_loss_pct"": 0.015, ""swing_window"": 3, ""timeframe"": ""1d"", ""vol_lookback"": 48}","{'atr_mult': 3.0, 'atr_period': 10, 'breakout_pct': 0.002, 'cooldown_bars': 4, 'exit_lookback': 12, 'max_hold_bars': 64, 'min_swing_pct': 0.006, 'momentum_lookback': 48, 'news_weight': 0.2, 'pattern': 'tsmom_vol', 'range_lookback': 24, 'risk_mode': 'strict', 'score_threshold': 0.4, 'side': 'both', 'stop_loss_pct': 0.015, 'swing_window': 3, 'timeframe': '1d', 'vol_lookback': 48}",42732.093881666675
balanced,CJ,1d,failed_breakout|short|1d|w3|sw0.006|br0.003|lb16|sl0.015|mh32|cd4|strict,18187.27185250012,2.139679041470602,-5618.610244999973,0.41935483870967744,1.9764380177673215,31,586.6861887903264,-1699.4344599999913,4,6451.5746825000715,11735.697170000045,False,"{""breakout_pct"": 0.003, ""cooldown_bars"": 4, ""max_hold_bars"": 32, ""min_swing_pct"": 0.006, ""news_weight"": 0.2, ""pattern"": ""failed_breakout"", ""range_lookback"": 16, ""risk_mode"": ""strict"", ""side"": ""short"", ""stop_loss_pct"": 0.015, ""swing_window"": 3, ""timeframe"": ""1d""}","{'breakout_pct': 0.003, 'cooldown_bars': 4, 'max_hold_bars': 32, 'min_swing_pct': 0.006, 'news_weight': 0.2, 'pattern': 'failed_breakout', 'range_lookback': 16, 'risk_mode': 'strict', 'side': 'short', 'stop_loss_pct': 0.015, 'swing_window': 3, 'timeframe': '1d'}",37388.82015078245
balanced,UR,30m,tsmom_vol|both|30m|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am3|ex12|mom24|vol24|th0.4|strict,6717.711714285718,0.7903190252100845,-2169.5578571428596,0.5,2.508120954143443,40,167.94279285714293,-885.4904285714305,9,1250.7818571428645,5386.929857142853,False,"{""atr_mult"": 3.0, ""atr_period"": 14, ""breakout_pct"": 0.002, ""cooldown_bars"": 4, ""exit_lookback"": 12, ""max_hold_bars"": 64, ""min_swing_pct"": 0.006, ""momentum_lookback"": 24, ""news_weight"": 0.2, ""pattern"": ""tsmom_vol"", ""range_lookback"": 24, ""risk_mode"": ""strict"", ""score_threshold"": 0.4, ""side"": ""both"", ""stop_loss_pct"": 0.015, ""swing_window"": 3, ""timeframe"": ""30m"", ""vol_lookback"": 24}","{'atr_mult': 3.0, 'atr_period': 14, 'breakout_pct': 0.002, 'cooldown_bars': 4, 'exit_lookback': 12, 'max_hold_bars': 64, 'min_swing_pct': 0.006, 'momentum_lookback': 24, 'news_weight': 0.2, 'pattern': 'tsmom_vol', 'range_lookback': 24, 'risk_mode': 'strict', 'score_threshold': 0.4, 'side': 'both', 'stop_loss_pct': 0.015, 'swing_window': 3, 'timeframe': '30m', 'vol_lookback': 24}",18288.761249999996
balanced,FG,1d,failed_breakout|short|1d|w3|sw0.006|br0.0015|lb16|sl0.015|mh32|cd4|aggressive,27719.012819999876,3.2610603317646913,-6669.094453000025,0.2803738317757009,1.7196330626071608,107,259.0561945794381,-2843.2360530000033,11,15932.353151999912,11786.659667999958,False,"{""breakout_pct"": 0.0015, ""cooldown_bars"": 4, ""max_hold_bars"": 32, ""min_swing_pct"": 0.006, ""news_weight"": 0.2, ""pattern"": ""failed_breakout"", ""range_lookback"": 16, ""risk_mode"": ""aggressive"", ""side"": ""short"", ""stop_loss_pct"": 0.015, ""swing_window"": 3, ""timeframe"": ""1d""}","{'breakout_pct': 0.0015, 'cooldown_bars': 4, 'max_hold_bars': 32, 'min_swing_pct': 0.006, 'news_weight': 0.2, 'pattern': 'failed_breakout', 'range_lookback': 16, 'risk_mode': 'aggressive', 'side': 'short', 'stop_loss_pct': 0.015, 'swing_window': 3, 'timeframe': '1d'}",45447.996833543264
balanced,C,1d,trend_failure|both|1d|w3|sw0.004|br0.003|lb24|sl0.015|mh32|cd4|signal,22435.994354000093,2.6395287475294227,-5058.712285999987,0.34415584415584416,1.7536885809100107,154,145.68827502597463,-437.4385350000015,15,8290.946544000066,14186.96281000003,False,"{""breakout_pct"": 0.003, ""cooldown_bars"": 4, ""max_hold_bars"": 32, ""min_swing_pct"": 0.004, ""news_weight"": 0.2, ""pattern"": ""trend_failure"", ""range_lookback"": 24, ""risk_mode"": ""signal"", ""side"": ""both"", ""stop_loss_pct"": 0.015, ""swing_window"": 3, ""timeframe"": ""1d""}","{'breakout_pct': 0.003, 'cooldown_bars': 4, 'max_hold_bars': 32, 'min_swing_pct': 0.004, 'news_weight': 0.2, 'pattern': 'trend_failure', 'range_lookback': 24, 'risk_mode': 'signal', 'side': 'both', 'stop_loss_pct': 0.015, 'swing_window': 3, 'timeframe': '1d'}",44871.21394422482
balanced,RB,1d,trend_failure|short|1d|w2|sw0.008|br0.003|lb24|sl0.015|mh32|cd4|strict,45192.113805000125,5.316719271176486,-7755.477569999974,0.37681159420289856,2.869642933947766,69,654.9581710869584,-731.7006849999949,6,41394.008510000065,3798.1052950000735,False,"{""breakout_pct"": 0.003, ""cooldown_bars"": 4, ""max_hold_bars"": 32, ""min_swing_pct"": 0.008, ""news_weight"": 0.2, ""pattern"": ""trend_failure"", ""range_lookback"": 24, ""risk_mode"": ""strict"", ""side"": ""short"", ""stop_loss_pct"": 0.015, ""swing_window"": 2, ""timeframe"": ""1d""}","{'breakout_pct': 0.003, 'cooldown_bars': 4, 'max_hold_bars': 32, 'min_swing_pct': 0.008, 'news_weight': 0.2, 'pattern': 'trend_failure', 'range_lookback': 24, 'risk_mode': 'strict', 'side': 'short', 'stop_loss_pct': 0.015, 'swing_window': 2, 'timeframe': '1d'}",51377.753148724885
balanced,RM,1d,failed_breakout|long|1d|w3|sw0.006|br0.003|lb16|sl0.015|mh32|cd4|aggressive,13960.163792999994,1.6423722109411758,-4581.2282630000045,0.32894736842105265,1.5484364119586678,76,183.68636569736836,-1358.0865389999979,7,11871.850977,3431.766094999993,False,"{""breakout_pct"": 0.003, ""cooldown_bars"": 4, ""max_hold_bars"": 32, ""min_swing_pct"": 0.006, ""news_weight"": 0.2, ""pattern"": ""failed_breakout"", ""range_lookback"": 16, ""risk_mode"": ""aggressive"", ""side"": ""long"", ""stop_loss_pct"": 0.015, ""swing_window"": 3, ""timeframe"": ""1d""}","{'breakout_pct': 0.003, 'cooldown_bars': 4, 'max_hold_bars': 32, 'min_swing_pct': 0.006, 'news_weight': 0.2, 'pattern': 'failed_breakout', 'range_lookback': 16, 'risk_mode': 'aggressive', 'side': 'long', 'stop_loss_pct': 0.015, 'swing_window': 3, 'timeframe': '1d'}",20300.43567502893
balanced,HC,1d,tsmom_vol|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr14|am2|ex12|mom24|vol24|th0.4|strict,39134.984000000004,4.604115764705883,-5628.106714285714,0.45901639344262296,2.1527074381923534,122,320.7785573770492,-1699.586857142856,5,30724.49042857142,9012.205714285703,False,"{""atr_mult"": 2.0, ""atr_period"": 14, ""breakout_pct"": 0.002, ""cooldown_bars"": 4, ""exit_lookback"": 12, ""max_hold_bars"": 64, ""min_swing_pct"": 0.006, ""momentum_lookback"": 24, ""news_weight"": 0.2, ""pattern"": ""tsmom_vol"", ""range_lookback"": 24, ""risk_mode"": ""strict"", ""score_threshold"": 0.4, ""side"": ""both"", ""stop_loss_pct"": 0.015, ""swing_window"": 3, ""timeframe"": ""1d"", ""vol_lookback"": 24}","{'atr_mult': 2.0, 'atr_period': 14, 'breakout_pct': 0.002, 'cooldown_bars': 4, 'exit_lookback': 12, 'max_hold_bars': 64, 'min_swing_pct': 0.006, 'momentum_lookback': 24, 'news_weight': 0.2, 'pattern': 'tsmom_vol', 'range_lookback': 24, 'risk_mode': 'strict', 'score_threshold': 0.4, 'side': 'both', 'stop_loss_pct': 0.015, 'swing_window': 3, 'timeframe': '1d', 'vol_lookback': 24}",54585.09456569085
balanced,SA,1d,failed_breakout|long|1d|w3|sw0.006|br0.0015|lb32|sl0.015|mh32|cd4|aggressive,27284.11802200005,3.209896237882359,-8461.11377099999,0.25,2.122000173648724,44,620.093591409092,-2574.5850069999947,6,14852.379937000043,13612.334778000004,False,"{""breakout_pct"": 0.0015, ""cooldown_bars"": 4, ""max_hold_bars"": 32, ""min_swing_pct"": 0.006, ""news_weight"": 0.2, ""pattern"": ""failed_breakout"", ""range_lookback"": 32, ""risk_mode"": ""aggressive"", ""side"": ""long"", ""stop_loss_pct"": 0.015, ""swing_window"": 3, ""timeframe"": ""1d""}","{'breakout_pct': 0.0015, 'cooldown_bars': 4, 'max_hold_bars': 32, 'min_swing_pct': 0.006, 'news_weight': 0.2, 'pattern': 'failed_breakout', 'range_lookback': 32, 'risk_mode': 'aggressive', 'side': 'long', 'stop_loss_pct': 0.015, 'swing_window': 3, 'timeframe': '1d'}",46866.23036915006
balanced,CS,1d,failed_breakout|both|1d|w3|sw0.006|br0.003|lb16|sl0.015|mh32|cd4|strict,15706.950093000072,1.8478764815294202,-3421.405030999982,0.3448275862068966,1.7374977332724857,87,180.53965624138013,-878.1055049999989,7,14251.836300000054,18.016793000020954,False,"{""breakout_pct"": 0.003, ""cooldown_bars"": 4, ""max_hold_bars"": 32, ""min_swing_pct"": 0.006, ""news_weight"": 0.2, ""pattern"": ""failed_breakout"", ""range_lookback"": 16, ""risk_mode"": ""strict"", ""side"": ""both"", ""stop_loss_pct"": 0.015, ""swing_window"": 3, ""timeframe"": ""1d""}","{'breakout_pct': 0.003, 'cooldown_bars': 4, 'max_hold_bars': 32, 'min_swing_pct': 0.006, 'news_weight': 0.2, 'pattern': 'failed_breakout', 'range_lookback': 16, 'risk_mode': 'strict', 'side': 'both', 'stop_loss_pct': 0.015, 'swing_window': 3, 'timeframe': '1d'}",17467.518004408732
capital_safe,SP,1d,breakout|both|1d|w3|sw0.006|br0.0015|lb16|sl0.015|mh32|cd4|strict,49457.0214100001,5.818473107058836,-8321.001539999983,0.26666666666666666,2.336241196220762,60,824.2836901666684,-1023.645689999996,8,40004.85656000007,4227.32335000003,False,"{""breakout_pct"": 0.0015, ""cooldown_bars"": 4, ""max_hold_bars"": 32, ""min_swing_pct"": 0.006, ""news_weight"": 0.2, ""pattern"": ""breakout"", ""range_lookback"": 16, ""risk_mode"": ""strict"", ""side"": ""both"", ""stop_loss_pct"": 0.015, ""swing_window"": 3, ""timeframe"": ""1d""}","{'breakout_pct': 0.0015, 'cooldown_bars': 4, 'max_hold_bars': 32, 'min_swing_pct': 0.006, 'news_weight': 0.2, 'pattern': 'breakout', 'range_lookback': 16, 'risk_mode': 'strict', 'side': 'both', 'stop_loss_pct': 0.015, 'swing_window': 3, 'timeframe': '1d'}",55152.32256266682
capital_safe,SR,1d,tsmom_vol|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh64|cd4|atr10|am3|ex12|mom48|vol48|th0.4|strict,39703.0424,4.6709461647058825,-8039.104100000011,0.4166666666666667,2.1887676983354587,72,551.4311444444444,-1690.7776999999983,5,38168.99489999999,1534.0475000000088,False,"{""atr_mult"": 3.0, ""atr_period"": 10, ""breakout_pct"": 0.002, ""cooldown_bars"": 4, ""exit_lookback"": 12, ""max_hold_bars"": 64, ""min_swing_pct"": 0.006, ""momentum_lookback"": 48, ""news_weight"": 0.2, ""pattern"": ""tsmom_vol"", ""range_lookback"": 24, ""risk_mode"": ""strict"", ""score_threshold"": 0.4, ""side"": ""both"", ""stop_loss_pct"": 0.015, ""swing_window"": 3, ""timeframe"": ""1d"", ""vol_lookback"": 48}","{'atr_mult': 3.0, 'atr_period': 10, 'breakout_pct': 0.002, 'cooldown_bars': 4, 'exit_lookback': 12, 'max_hold_bars': 64, 'min_swing_pct': 0.006, 'momentum_lookback': 48, 'news_weight': 0.2, 'pattern': 'tsmom_vol', 'range_lookback': 24, 'risk_mode': 'strict', 'score_threshold': 0.4, 'side': 'both', 'stop_loss_pct': 0.015, 'swing_window': 3, 'timeframe': '1d', 'vol_lookback': 48}",42732.093881666675
capital_safe,CJ,1d,failed_breakout|short|1d|w3|sw0.006|br0.003|lb16|sl0.015|mh32|cd4|strict,18187.27185250012,2.139679041470602,-5618.610244999973,0.41935483870967744,1.9764380177673215,31,586.6861887903264,-1699.4344599999913,4,6451.5746825000715,11735.697170000045,False,"{""breakout_pct"": 0.003, ""cooldown_bars"": 4, ""max_hold_bars"": 32, ""min_swing_pct"": 0.006, ""news_weight"": 0.2, ""pattern"": ""failed_breakout"", ""range_lookback"": 16, ""risk_mode"": ""strict"", ""side"": ""short"", ""stop_loss_pct"": 0.015, ""swing_window"": 3, ""timeframe"": ""1d""}","{'breakout_pct': 0.003, 'cooldown_bars': 4, 'max_hold_bars': 32, 'min_swing_pct': 0.006, 'news_weight': 0.2, 'pattern': 'failed_breakout', 'range_lookback': 16, 'risk_mode': 'strict', 'side': 'short', 'stop_loss_pct': 0.015, 'swing_window': 3, 'timeframe': '1d'}",37388.82015078245
